Sale_ID,T00001,T00002,T00003,T00004,T00005
Sale_Date,45439,45543,45637,45438,45439
Customer_ID,C0047,C0153,C0194,C0010,C0056
Product_ID,P0025,P0007,P0006,P0024,P0033
Product_Category,Electronics,Clothing,Electronics,Clothing,Home
Store_ID,S003,S010,S006,S007,S009
Region,South,North,North,West,East
Quantity_Sold,3,2,5,5,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Cash,Cash,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,401.18,1002.95,1002.95,1002.95
Sale_ID,T00246,T00247,T00248,T00249,T00250
Sale_Date,45643,45490,45599,45419,45330
Customer_ID,C0030,C0109,C0005,C0119,C0033
Product_ID,P0049,P0029,P0043,P0022,P0026
Product_Category,Clothing,Clothing,Toys,Grocery,Grocery
Store_ID,S001,S007,S008,S003,S004
Region,West,East,East,East,South
Quantity_Sold,4,5,3,1,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Net Banking,Credit Card,Net Banking,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,1002.95,601.77,200.59,1002.95
Sale_ID,T00251,T00252,T00253,T00254,T00255
Sale_Date,45629,45651,45420,45558,45442
Customer_ID,C0118,C0065,C0146,C0177,C0011
Product_ID,P0028,P0050,P0021,P0049,P0007
Product_Category,Home,Home,Grocery,Toys,Grocery
Store_ID,S010,S006,S010,S007,S004
Region,West,East,North,South,West
Quantity_Sold,9,9,4,3,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Cash,UPI,Net Banking,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,1805.31,802.36,601.77,200.59
Sale_ID,T00256,T00257,T00258,T00259,T00260
Sale_Date,45589,45390,45554,45543,45435
Customer_ID,C0085,C0026,C0063,C0086,C0059
Product_ID,P0017,P0020,P0041,P0049,P0020
Product_Category,Toys,Home,Electronics,Home,Home
Store_ID,S008,S005,S001,S004,S003
Region,East,North,West,West,South
Quantity_Sold,2,8,1,8,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,UPI,Net Banking,Cash,Net Banking
Returned,No,No,No,Yes,No
Total_Sale_Amount,401.18,1604.72,200.59,1604.72,1404.13
Sale_ID,T00261,T00262,T00263,T00264,T00265
Sale_Date,45637,45403,45351,45293,45595
Customer_ID,C0027,C0177,C0161,C0098,C0105
Product_ID,P0022,P0028,P0040,P0049,P0007
Product_Category,Clothing,Clothing,Clothing,Clothing,Toys
Store_ID,S009,S008,S001,S006,S009
Region,West,South,East,South,North
Quantity_Sold,8,6,9,3,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,UPI,Cash,Cash,Cash
Returned,Yes,No,No,No,No
Total_Sale_Amount,1604.72,1203.54,1805.31,601.77,802.36
Sale_ID,T00266,T00267,T00268,T00269,T00270
Sale_Date,45545,45431,45328,45451,45300
Customer_ID,C0099,C0129,C0149,C0055,C0006
Product_ID,P0001,P0032,P0013,P0030,P0023
Product_Category,Grocery,Electronics,Home,Toys,Electronics
Store_ID,S007,S004,S001,S002,S005
Region,South,North,South,West,East
Quantity_Sold,6,8,5,3,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,UPI,UPI,Credit Card
Returned,No,No,No,No,Yes
Total_Sale_Amount,1203.54,1604.72,1002.95,601.77,1203.54
Sale_ID,T00271,T00272,T00273,T00274,T00275
Sale_Date,45524,45390,45438,45595,45499
Customer_ID,C0197,C0095,C0133,C0102,C0003
Product_ID,P0019,P0032,P0030,P0029,P0049
Product_Category,Toys,Toys,Home,Grocery,Clothing
Store_ID,S005,S008,S006,S008,S002
Region,North,South,South,South,West
Quantity_Sold,4,9,3,4,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,UPI,Credit Card,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,1805.31,601.77,802.36,1404.13
Sale_ID,T00276,T00277,T00278,T00279,T00280
Sale_Date,45422,45443,45345,45411,45452
Customer_ID,C0181,C0023,C0053,C0165,C0083
Product_ID,P0045,P0029,P0030,P0016,P0040
Product_Category,Grocery,Home,Home,Home,Electronics
Store_ID,S003,S006,S010,S003,S006
Region,West,North,North,West,North
Quantity_Sold,7,4,6,3,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,Credit Card,Cash,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,1404.13,802.36,1203.54,601.77,1203.54
Sale_ID,T00281,T00282,T00283,T00284,T00285
Sale_Date,45407,45366,45404,45395,45631
Customer_ID,C0145,C0085,C0078,C0110,C0001
Product_ID,P0019,P0018,P0001,P0014,P0047
Product_Category,Grocery,Grocery,Toys,Toys,Toys
Store_ID,S006,S002,S007,S002,S006
Region,East,East,West,North,South
Quantity_Sold,2,8,2,7,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Cash,Credit Card,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,401.18,1604.72,401.18,1404.13,1805.31
Sale_ID,T00286,T00287,T00288,T00289,T00290
Sale_Date,45545,45518,45403,45390,45444
Customer_ID,C0051,C0173,C0004,C0190,C0193
Product_ID,P0050,P0002,P0028,P0049,P0050
Product_Category,Home,Grocery,Home,Electronics,Toys
Store_ID,S001,S003,S002,S007,S004
Region,East,West,North,West,South
Quantity_Sold,1,8,7,6,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Net Banking,Credit Card,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,1604.72,1404.13,1203.54,1203.54
Sale_ID,T00291,T00292,T00293,T00294,T00295
Sale_Date,45640,45657,45629,45485,45601
Customer_ID,C0113,C0032,C0034,C0092,C0095
Product_ID,P0030,P0038,P0004,P0001,P0008
Product_Category,Home,Home,Electronics,Clothing,Grocery
Store_ID,S008,S006,S010,S004,S005
Region,East,West,West,West,South
Quantity_Sold,6,9,2,1,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,Credit Card,Net Banking,Credit Card
Returned,Yes,No,Yes,No,No
Total_Sale_Amount,1203.54,1805.31,401.18,200.59,1203.54
Sale_ID,T00296,T00297,T00298,T00299,T00300
Sale_Date,45454,45499,45460,45452,45359
Customer_ID,C0072,C0039,C0154,C0162,C0182
Product_ID,P0029,P0039,P0003,P0032,P0010
Product_Category,Clothing,Toys,Home,Electronics,Electronics
Store_ID,S009,S007,S010,S009,S007
Region,West,South,South,South,East
Quantity_Sold,8,3,1,9,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Credit Card,Credit Card,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,601.77,200.59,1805.31,200.59
Sale_ID,T00301,T00302,T00303,T00304,T00305
Sale_Date,45580,45568,45595,45426,45486
Customer_ID,C0118,C0003,C0123,C0050,C0012
Product_ID,P0010,P0019,P0046,P0034,P0033
Product_Category,Grocery,Clothing,Grocery,Home,Grocery
Store_ID,S001,S008,S004,S003,S007
Region,East,West,West,East,North
Quantity_Sold,3,8,3,4,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,UPI,Cash,Net Banking
Returned,No,Yes,No,No,No
Total_Sale_Amount,601.77,1604.72,601.77,802.36,1604.72
Sale_ID,T00306,T00307,T00308,T00309,T00310
Sale_Date,45419,45324,45467,45313,45529
Customer_ID,C0193,C0054,C0133,C0057,C0145
Product_ID,P0023,P0028,P0032,P0050,P0007
Product_Category,Electronics,Electronics,Toys,Toys,Home
Store_ID,S003,S008,S006,S005,S004
Region,East,South,East,South,West
Quantity_Sold,1,6,1,1,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,Cash,UPI,UPI
Returned,No,No,Yes,No,No
Total_Sale_Amount,200.59,1203.54,200.59,200.59,1604.72
Sale_ID,T00311,T00312,T00313,T00314,T00315
Sale_Date,45449,45329,45521,45656,45342
Customer_ID,C0112,C0047,C0151,C0085,C0142
Product_ID,P0029,P0008,P0001,P0003,P0024
Product_Category,Clothing,Grocery,Home,Toys,Grocery
Store_ID,S008,S008,S001,S009,S005
Region,North,West,South,South,South
Quantity_Sold,4,1,7,5,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,UPI,Credit Card,Cash,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,200.59,1404.13,1002.95,1002.95
Sale_ID,T00316,T00317,T00318,T00319,T00320
Sale_Date,45555,45574,45318,45517,45568
Customer_ID,C0066,C0075,C0179,C0103,C0166
Product_ID,P0023,P0008,P0047,P0037,P0003
Product_Category,Toys,Grocery,Clothing,Home,Grocery
Store_ID,S004,S006,S006,S002,S008
Region,North,East,West,West,East
Quantity_Sold,1,6,9,9,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,UPI,Credit Card,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,1203.54,1805.31,1805.31,1604.72
Sale_ID,T00321,T00322,T00323,T00324,T00325
Sale_Date,45577,45388,45575,45608,45595
Customer_ID,C0192,C0038,C0050,C0098,C0082
Product_ID,P0033,P0028,P0047,P0008,P0034
Product_Category,Electronics,Electronics,Grocery,Grocery,Grocery
Store_ID,S007,S001,S005,S006,S004
Region,West,North,West,South,East
Quantity_Sold,5,1,9,1,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,UPI,Cash,Credit Card,Credit Card
Returned,No,Yes,No,No,No
Total_Sale_Amount,1002.95,200.59,1805.31,200.59,1604.72
Sale_ID,T00326,T00327,T00328,T00329,T00330
Sale_Date,45438,45295,45326,45483,45340
Customer_ID,C0030,C0079,C0091,C0179,C0191
Product_ID,P0035,P0032,P0024,P0014,P0032
Product_Category,Electronics,Electronics,Grocery,Toys,Toys
Store_ID,S002,S004,S001,S007,S002
Region,North,East,North,South,East
Quantity_Sold,5,3,7,7,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Credit Card,Net Banking,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1002.95,601.77,1404.13,1404.13,1805.31
Sale_ID,T00331,T00332,T00333,T00334,T00335
Sale_Date,45308,45463,45511,45449,45337
Customer_ID,C0052,C0166,C0079,C0030,C0106
Product_ID,P0046,P0043,P0016,P0004,P0037
Product_Category,Clothing,Home,Toys,Electronics,Toys
Store_ID,S002,S009,S005,S002,S009
Region,West,North,East,West,East
Quantity_Sold,7,3,1,8,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,UPI,UPI,Credit Card,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1404.13,601.77,200.59,1604.72,601.77
Sale_ID,T00336,T00337,T00338,T00339,T00340
Sale_Date,45297,45390,45524,45328,45571
Customer_ID,C0051,C0081,C0133,C0029,C0132
Product_ID,P0021,P0014,P0031,P0048,P0018
Product_Category,Clothing,Clothing,Home,Toys,Electronics
Store_ID,S009,S001,S003,S004,S007
Region,East,East,North,West,South
Quantity_Sold,8,8,5,1,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Credit Card,Credit Card,Credit Card,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1604.72,1604.72,1002.95,200.59,1404.13
Sale_ID,T00341,T00342,T00343,T00344,T00345
Sale_Date,45640,45593,45472,45386,45390
Customer_ID,C0138,C0184,C0145,C0074,C0017
Product_ID,P0007,P0010,P0007,P0033,P0023
Product_Category,Electronics,Grocery,Electronics,Home,Home
Store_ID,S010,S004,S002,S007,S006
Region,North,North,North,South,West
Quantity_Sold,5,8,9,7,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Credit Card,Net Banking,UPI
Returned,Yes,Yes,No,No,Yes
Total_Sale_Amount,1002.95,1604.72,1805.31,1404.13,1404.13
Sale_ID,T00346,T00347,T00348,T00349,T00350
Sale_Date,45479,45407,45482,45544,45452
Customer_ID,C0084,C0069,C0034,C0006,C0053
Product_ID,P0021,P0019,P0048,P0019,P0036
Product_Category,Electronics,Electronics,Grocery,Electronics,Grocery
Store_ID,S003,S006,S006,S005,S004
Region,West,West,East,East,East
Quantity_Sold,1,4,2,2,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,Credit Card,Credit Card,Net Banking
Returned,No,No,No,No,Yes
Total_Sale_Amount,200.59,802.36,401.18,401.18,401.18
Sale_ID,T00351,T00352,T00353,T00354,T00355
Sale_Date,45547,45614,45419,45309,45572
Customer_ID,C0194,C0126,C0043,C0115,C0111
Product_ID,P0029,P0018,P0002,P0001,P0047
Product_Category,Grocery,Electronics,Clothing,Clothing,Grocery
Store_ID,S010,S001,S010,S006,S002
Region,South,East,South,West,East
Quantity_Sold,4,1,4,2,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,UPI,Net Banking,Credit Card,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,200.59,802.36,401.18,1002.95
Sale_ID,T00356,T00357,T00358,T00359,T00360
Sale_Date,45514,45345,45349,45614,45651
Customer_ID,C0151,C0183,C0080,C0095,C0118
Product_ID,P0005,P0020,P0011,P0042,P0002
Product_Category,Electronics,Clothing,Electronics,Electronics,Electronics
Store_ID,S003,S008,S010,S006,S003
Region,East,North,South,West,North
Quantity_Sold,3,8,4,1,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,Cash,Net Banking,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,1604.72,802.36,200.59,200.59
Sale_ID,T00361,T00362,T00363,T00364,T00365
Sale_Date,45465,45571,45405,45579,45633
Customer_ID,C0144,C0008,C0132,C0104,C0132
Product_ID,P0003,P0023,P0012,P0020,P0005
Product_Category,Toys,Electronics,Toys,Grocery,Clothing
Store_ID,S007,S004,S009,S005,S003
Region,North,West,North,South,South
Quantity_Sold,3,9,7,2,9
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Net Banking,Credit Card,UPI,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,1805.31,1404.13,401.18,1805.31
Sale_ID,T00366,T00367,T00368,T00369,T00370
Sale_Date,45442,45418,45446,45564,45395
Customer_ID,C0184,C0025,C0195,C0096,C0195
Product_ID,P0037,P0038,P0030,P0009,P0034
Product_Category,Clothing,Clothing,Clothing,Clothing,Clothing
Store_ID,S002,S002,S003,S002,S004
Region,East,North,East,North,South
Quantity_Sold,2,3,2,3,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Net Banking,Cash,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,401.18,601.77,401.18,601.77,1203.54
Sale_ID,T00371,T00372,T00373,T00374,T00375
Sale_Date,45590,45537,45467,45330,45461
Customer_ID,C0155,C0093,C0160,C0178,C0061
Product_ID,P0044,P0035,P0022,P0044,P0024
Product_Category,Clothing,Grocery,Electronics,Home,Toys
Store_ID,S002,S010,S009,S002,S009
Region,South,South,North,South,North
Quantity_Sold,9,9,7,3,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,Net Banking,UPI,Credit Card
Returned,Yes,No,No,No,No
Total_Sale_Amount,1805.31,1805.31,1404.13,601.77,802.36
Sale_ID,T00376,T00377,T00378,T00379,T00380
Sale_Date,45538,45317,45646,45597,45304
Customer_ID,C0122,C0051,C0147,C0021,C0005
Product_ID,P0017,P0010,P0030,P0046,P0023
Product_Category,Home,Home,Electronics,Electronics,Electronics
Store_ID,S006,S001,S004,S001,S006
Region,East,North,East,North,East
Quantity_Sold,6,5,2,6,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,Credit Card,Credit Card,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,1002.95,401.18,1203.54,601.77
Sale_ID,T00381,T00382,T00383,T00384,T00385
Sale_Date,45607,45604,45327,45464,45311
Customer_ID,C0092,C0170,C0061,C0022,C0149
Product_ID,P0032,P0017,P0050,P0017,P0014
Product_Category,Clothing,Grocery,Clothing,Grocery,Grocery
Store_ID,S004,S003,S003,S009,S006
Region,South,East,South,South,East
Quantity_Sold,8,2,1,9,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Cash,Net Banking,Credit Card,Credit Card
Returned,No,Yes,No,Yes,No
Total_Sale_Amount,1604.72,401.18,200.59,1805.31,601.77
Sale_ID,T00386,T00387,T00388,T00389,T00390
Sale_Date,45612,45555,45433,45434,45383
Customer_ID,C0070,C0001,C0133,C0012,C0090
Product_ID,P0009,P0040,P0002,P0045,P0025
Product_Category,Home,Home,Grocery,Grocery,Clothing
Store_ID,S009,S005,S002,S008,S005
Region,North,North,West,North,West
Quantity_Sold,1,7,5,5,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,UPI,Cash,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,1404.13,1002.95,1002.95,200.59
Sale_ID,T00391,T00392,T00393,T00394,T00395
Sale_Date,45645,45613,45579,45506,45633
Customer_ID,C0046,C0034,C0177,C0078,C0045
Product_ID,P0039,P0009,P0022,P0043,P0046
Product_Category,Clothing,Home,Electronics,Grocery,Clothing
Store_ID,S002,S004,S009,S004,S004
Region,North,North,South,West,North
Quantity_Sold,9,7,8,9,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,Credit Card,UPI,Credit Card
Returned,Yes,No,No,No,No
Total_Sale_Amount,1805.31,1404.13,1604.72,1805.31,1203.54
Sale_ID,T00396,T00397,T00398,T00399,T00400
Sale_Date,45342,45444,45477,45354,45481
Customer_ID,C0155,C0073,C0026,C0047,C0121
Product_ID,P0004,P0026,P0029,P0045,P0034
Product_Category,Home,Clothing,Grocery,Grocery,Toys
Store_ID,S002,S006,S002,S007,S003
Region,West,South,South,West,South
Quantity_Sold,5,6,2,4,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Cash,Credit Card,Net Banking,Net Banking
Returned,No,Yes,No,No,No
Total_Sale_Amount,1002.95,1203.54,401.18,802.36,601.77
Sale_ID,T00401,T00402,T00403,T00404,T00405
Sale_Date,45416,45441,45605,45349,45633
Customer_ID,C0056,C0094,C0107,C0063,C0048
Product_ID,P0023,P0037,P0011,P0006,P0018
Product_Category,Electronics,Toys,Home,Clothing,Home
Store_ID,S003,S005,S003,S002,S010
Region,East,East,South,East,North
Quantity_Sold,7,9,5,6,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Net Banking,Cash,UPI,Net Banking
Returned,Yes,No,No,No,No
Total_Sale_Amount,1404.13,1805.31,1002.95,1203.54,401.18
Sale_ID,T00406,T00407,T00408,T00409,T00410
Sale_Date,45596,45471,45461,45617,45562
Customer_ID,C0061,C0081,C0026,C0036,C0001
Product_ID,P0021,P0042,P0036,P0041,P0038
Product_Category,Grocery,Toys,Toys,Toys,Home
Store_ID,S009,S002,S002,S008,S009
Region,West,North,West,South,North
Quantity_Sold,3,3,9,7,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Net Banking,Net Banking,Credit Card,Net Banking
Returned,Yes,No,No,No,No
Total_Sale_Amount,601.77,601.77,1805.31,1404.13,1604.72
Sale_ID,T00411,T00412,T00413,T00414,T00415
Sale_Date,45345,45392,45555,45344,45351
Customer_ID,C0008,C0113,C0099,C0180,C0047
Product_ID,P0034,P0017,P0037,P0025,P0038
Product_Category,Grocery,Clothing,Clothing,Home,Toys
Store_ID,S007,S003,S009,S003,S005
Region,South,South,West,West,West
Quantity_Sold,9,6,4,1,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Cash,Cash,Credit Card,Net Banking
Returned,Yes,No,No,No,No
Total_Sale_Amount,1805.31,1203.54,802.36,200.59,1604.72
Sale_ID,T00416,T00417,T00418,T00419,T00420
Sale_Date,45399,45296,45394,45487,45553
Customer_ID,C0127,C0056,C0014,C0028,C0078
Product_ID,P0012,P0023,P0042,P0022,P0021
Product_Category,Electronics,Home,Home,Grocery,Clothing
Store_ID,S009,S003,S007,S001,S004
Region,North,East,West,West,North
Quantity_Sold,7,2,8,5,7
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,UPI,UPI,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,1404.13,401.18,1604.72,1002.95,1404.13
Sale_ID,T00421,T00422,T00423,T00424,T00425
Sale_Date,45656,45641,45338,45646,45602
Customer_ID,C0130,C0109,C0154,C0014,C0187
Product_ID,P0027,P0031,P0006,P0027,P0040
Product_Category,Home,Home,Toys,Toys,Electronics
Store_ID,S004,S007,S008,S001,S005
Region,West,North,South,West,West
Quantity_Sold,4,5,8,1,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Credit Card,Cash,Cash,Cash
Returned,No,No,Yes,No,No
Total_Sale_Amount,802.36,1002.95,1604.72,200.59,200.59
Sale_ID,T00426,T00427,T00428,T00429,T00430
Sale_Date,45599,45435,45560,45415,45397
Customer_ID,C0056,C0115,C0007,C0003,C0111
Product_ID,P0034,P0012,P0045,P0007,P0010
Product_Category,Grocery,Electronics,Toys,Clothing,Toys
Store_ID,S007,S004,S004,S004,S006
Region,South,South,South,West,East
Quantity_Sold,4,3,2,3,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,UPI,Credit Card,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,601.77,401.18,601.77,200.59
Sale_ID,T00431,T00432,T00433,T00434,T00435
Sale_Date,45449,45438,45436,45411,45610
Customer_ID,C0151,C0107,C0018,C0038,C0115
Product_ID,P0045,P0017,P0026,P0021,P0028
Product_Category,Grocery,Toys,Grocery,Grocery,Grocery
Store_ID,S007,S002,S005,S004,S003
Region,East,East,West,South,West
Quantity_Sold,1,6,5,8,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Credit Card,Credit Card,Cash,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,200.59,1203.54,1002.95,1604.72,401.18
Sale_ID,T00436,T00437,T00438,T00439,T00440
Sale_Date,45566,45383,45349,45637,45520
Customer_ID,C0015,C0192,C0119,C0028,C0039
Product_ID,P0046,P0002,P0043,P0001,P0036
Product_Category,Grocery,Grocery,Clothing,Electronics,Home
Store_ID,S007,S006,S007,S005,S006
Region,South,West,West,South,East
Quantity_Sold,4,8,6,1,4
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Cash,Credit Card,Net Banking,Cash
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,1604.72,1203.54,200.59,802.36
Sale_ID,T00441,T00442,T00443,T00444,T00445
Sale_Date,45408,45609,45570,45418,45420
Customer_ID,C0185,C0017,C0086,C0126,C0044
Product_ID,P0026,P0029,P0021,P0011,P0040
Product_Category,Electronics,Grocery,Clothing,Toys,Clothing
Store_ID,S005,S007,S002,S005,S006
Region,South,North,North,South,West
Quantity_Sold,1,2,5,8,8
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,UPI,Credit Card,UPI,UPI
Returned,Yes,No,No,No,Yes
Total_Sale_Amount,200.59,401.18,1002.95,1604.72,1604.72
Sale_ID,T00446,T00447,T00448,T00449,T00450
Sale_Date,45349,45413,45292,45530,45581
Customer_ID,C0025,C0145,C0013,C0025,C0068
Product_ID,P0011,P0036,P0049,P0039,P0040
Product_Category,Grocery,Clothing,Clothing,Grocery,Clothing
Store_ID,S006,S005,S010,S007,S010
Region,North,North,West,West,East
Quantity_Sold,3,4,6,3,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Credit Card,Net Banking,Cash,Net Banking
Returned,No,No,Yes,No,No
Total_Sale_Amount,601.77,802.36,1203.54,601.77,401.18
Sale_ID,T00451,T00452,T00453,T00454,T00455
Sale_Date,45387,45417,45409,45339,45380
Customer_ID,C0138,C0067,C0109,C0146,C0111
Product_ID,P0035,P0034,P0047,P0024,P0022
Product_Category,Home,Home,Clothing,Toys,Grocery
Store_ID,S008,S007,S005,S001,S005
Region,West,South,South,East,North
Quantity_Sold,6,5,5,5,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,Credit Card,UPI,Credit Card,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,1203.54,1002.95,1002.95,1002.95,1002.95
Sale_ID,T00456,T00457,T00458,T00459,T00460
Sale_Date,45528,45563,45480,45483,45360
Customer_ID,C0111,C0034,C0111,C0008,C0168
Product_ID,P0005,P0033,P0036,P0047,P0020
Product_Category,Home,Toys,Clothing,Toys,Electronics
Store_ID,S010,S002,S005,S005,S002
Region,North,West,South,North,East
Quantity_Sold,3,7,6,4,2
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Cash,Net Banking,Cash,Cash,Credit Card
Returned,No,No,Yes,No,No
Total_Sale_Amount,601.77,1404.13,1203.54,802.36,401.18
Sale_ID,T00461,T00462,T00463,T00464,T00465
Sale_Date,45569,45640,45538,45367,45445
Customer_ID,C0113,C0083,C0042,C0169,C0101
Product_ID,P0019,P0035,P0043,P0017,P0045
Product_Category,Home,Clothing,Grocery,Clothing,Grocery
Store_ID,S005,S004,S001,S003,S001
Region,East,South,East,East,South
Quantity_Sold,9,1,4,1,6
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Net Banking,UPI,Net Banking,Net Banking,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,1805.31,200.59,802.36,200.59,1203.54
Sale_ID,T00466,T00467,T00468,T00469,T00470
Sale_Date,45435,45377,45476,45576,45511
Customer_ID,C0006,C0180,C0026,C0064,C0187
Product_ID,P0043,P0034,P0009,P0026,P0002
Product_Category,Clothing,Toys,Toys,Toys,Electronics
Store_ID,S005,S004,S007,S005,S010
Region,West,West,East,West,West
Quantity_Sold,4,5,5,9,1
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,Credit Card,Net Banking,Net Banking,Cash,Net Banking
Returned,No,No,No,No,No
Total_Sale_Amount,802.36,1002.95,1002.95,1805.31,200.59
Sale_ID,T00471,T00472,T00473,T00474,T00475
Sale_Date,45360,45338,45385,45529,45495
Customer_ID,C0184,C0059,C0109,C0198,C0121
Product_ID,P0009,P0009,P0040,P0017,P0001
Product_Category,Grocery,Toys,Electronics,Grocery,Clothing
Store_ID,S004,S002,S004,S002,S008
Region,East,West,East,North,South
Quantity_Sold,2,6,5,7,3
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Cash,Credit Card,Cash,UPI
Returned,No,No,No,No,No
Total_Sale_Amount,401.18,1203.54,1002.95,1404.13,601.77
Sale_ID,T00476,T00477,T00478,T00479,T00480
Sale_Date,45509,45632,45330,45391,45580
Customer_ID,C0033,C0181,C0150,C0021,C0198
Product_ID,P0025,P0043,P0040,P0042,P0025
Product_Category,Electronics,Home,Electronics,Electronics,Grocery
Store_ID,S003,S009,S004,S006,S010
Region,South,West,West,West,South
Quantity_Sold,3,2,3,1,5
Unit_Price,200.59,200.59,200.59,200.59,200.59
Payment_Method,UPI,Cash,Credit Card,Cash,Credit Card
Returned,No,No,No,No,No
Total_Sale_Amount,601.77,401.18,601.77,200.59,1002.95
