Sale_Date,Customer_ID,Product_ID,Product_Category,Store_ID,Region,Quantity_Sold,Unit_Price,Payment_Method,Returned,Total_Sale_Amount,Sale_ID
45483,C0179,P0014,Toys,S007,South,7,200.59,Net Banking,No,1404.13,T00334
45340,C0191,P0032,Toys,S002,East,9,200.59,UPI,No,1805.31,T00335
45308,C0052,P0046,Clothing,S002,West,7,200.59,Cash,No,1404.13,T00336
45463,C0166,P0043,Home,S009,North,3,200.59,UPI,No,601.77,T00337
45511,C0079,P0016,Toys,S005,East,1,200.59,UPI,No,200.59,T00338
45449,C0030,P0004,Electronics,S002,West,8,200.59,Credit Card,No,1604.72,T00339
45337,C0106,P0037,Toys,S009,East,3,200.59,Credit Card,No,601.77,T00340
45297,C0051,P0021,Clothing,S009,East,8,200.59,UPI,No,1604.72,T00341
45390,C0081,P0014,Clothing,S001,East,8,200.59,Credit Card,No,1604.72,T00342
45524,C0133,P0031,Home,S003,North,5,200.59,Credit Card,No,1002.95,T00343
45328,C0029,P0048,Toys,S004,West,1,200.59,Credit Card,No,200.59,T00344
45571,C0132,P0018,Electronics,S007,South,7,200.59,Net Banking,No,1404.13,T00345
45640,C0138,P0007,Electronics,S010,North,5,200.59,Net Banking,Yes,1002.95,T00346
45593,C0184,P0010,Grocery,S004,North,8,200.59,UPI,Yes,1604.72,T00347
45472,C0145,P0007,Electronics,S002,North,9,200.59,Credit Card,No,1805.31,T00348
45386,C0074,P0033,Home,S007,South,7,200.59,Net Banking,No,1404.13,T00349
45390,C0017,P0023,Home,S006,West,7,200.59,UPI,Yes,1404.13,T00350
45479,C0084,P0021,Electronics,S003,West,1,200.59,Credit Card,No,200.59,T00351
45407,C0069,P0019,Electronics,S006,West,4,200.59,Cash,No,802.36,T00352
45482,C0034,P0048,Grocery,S006,East,2,200.59,Credit Card,No,401.18,T00353
45544,C0006,P0019,Electronics,S005,East,2,200.59,Credit Card,No,401.18,T00354
45452,C0053,P0036,Grocery,S004,East,2,200.59,Net Banking,Yes,401.18,T00355
45547,C0194,P0029,Grocery,S010,South,4,200.59,UPI,No,802.36,T00356
45614,C0126,P0018,Electronics,S001,East,1,200.59,UPI,No,200.59,T00357
45419,C0043,P0002,Clothing,S010,South,4,200.59,Net Banking,No,802.36,T00358
45309,C0115,P0001,Clothing,S006,West,2,200.59,Credit Card,No,401.18,T00359
45572,C0111,P0047,Grocery,S002,East,5,200.59,Cash,No,1002.95,T00360
45514,C0151,P0005,Electronics,S003,East,3,200.59,Credit Card,No,601.77,T00361
45345,C0183,P0020,Clothing,S008,North,8,200.59,Credit Card,No,1604.72,T00362
45349,C0080,P0011,Electronics,S010,South,4,200.59,Cash,No,802.36,T00363
45614,C0095,P0042,Electronics,S006,West,1,200.59,Net Banking,No,200.59,T00364
45651,C0118,P0002,Electronics,S003,North,1,200.59,UPI,No,200.59,T00365
45465,C0144,P0003,Toys,S007,North,3,200.59,Net Banking,No,601.77,T00366
45571,C0008,P0023,Electronics,S004,West,9,200.59,Net Banking,No,1805.31,T00367
45405,C0132,P0012,Toys,S009,North,7,200.59,Credit Card,No,1404.13,T00368
45579,C0104,P0020,Grocery,S005,South,2,200.59,UPI,No,401.18,T00369
45633,C0132,P0005,Clothing,S003,South,9,200.59,UPI,No,1805.31,T00370
45442,C0184,P0037,Clothing,S002,East,2,200.59,Net Banking,No,401.18,T00371
45418,C0025,P0038,Clothing,S002,North,3,200.59,Cash,No,601.77,T00372
45446,C0195,P0030,Clothing,S003,East,2,200.59,Net Banking,No,401.18,T00373
45564,C0096,P0009,Clothing,S002,North,3,200.59,Cash,No,601.77,T00374
45395,C0195,P0034,Clothing,S004,South,6,200.59,UPI,No,1203.54,T00375
45590,C0155,P0044,Clothing,S002,South,9,200.59,Net Banking,Yes,1805.31,T00376
45537,C0093,P0035,Grocery,S010,South,9,200.59,Credit Card,No,1805.31,T00377
45467,C0160,P0022,Electronics,S009,North,7,200.59,Net Banking,No,1404.13,T00378
45330,C0178,P0044,Home,S002,South,3,200.59,UPI,No,601.77,T00379
45461,C0061,P0024,Toys,S009,North,4,200.59,Credit Card,No,802.36,T00380
45538,C0122,P0017,Home,S006,East,6,200.59,Credit Card,No,1203.54,T00381
45317,C0051,P0010,Home,S001,North,5,200.59,Cash,No,1002.95,T00382
45646,C0147,P0030,Electronics,S004,East,2,200.59,Credit Card,No,401.18,T00383
45597,C0021,P0046,Electronics,S001,North,6,200.59,Credit Card,No,1203.54,T00384
45304,C0005,P0023,Electronics,S006,East,3,200.59,Net Banking,No,601.77,T00385
45607,C0092,P0032,Clothing,S004,South,8,200.59,UPI,No,1604.72,T00386
45604,C0170,P0017,Grocery,S003,East,2,200.59,Cash,Yes,401.18,T00387
45327,C0061,P0050,Clothing,S003,South,1,200.59,Net Banking,No,200.59,T00388
45464,C0022,P0017,Grocery,S009,South,9,200.59,Credit Card,Yes,1805.31,T00389
45311,C0149,P0014,Grocery,S006,East,3,200.59,Credit Card,No,601.77,T00390
45612,C0070,P0009,Home,S009,North,1,200.59,Cash,No,200.59,T00391
45555,C0001,P0040,Home,S005,North,7,200.59,UPI,No,1404.13,T00392
45433,C0133,P0002,Grocery,S002,West,5,200.59,Cash,No,1002.95,T00393
45434,C0012,P0045,Grocery,S008,North,5,200.59,Net Banking,No,1002.95,T00394
45383,C0090,P0025,Clothing,S005,West,1,200.59,Cash,No,200.59,T00395
45645,C0046,P0039,Clothing,S002,North,9,200.59,Credit Card,Yes,1805.31,T00396
45613,C0034,P0009,Home,S004,North,7,200.59,Net Banking,No,1404.13,T00397
45579,C0177,P0022,Electronics,S009,South,8,200.59,Credit Card,No,1604.72,T00398
45506,C0078,P0043,Grocery,S004,West,9,200.59,UPI,No,1805.31,T00399
45633,C0045,P0046,Clothing,S004,North,6,200.59,Credit Card,No,1203.54,T00400
45342,C0155,P0004,Home,S002,West,5,200.59,Credit Card,No,1002.95,T00401
45444,C0073,P0026,Clothing,S006,South,6,200.59,Cash,Yes,1203.54,T00402
45477,C0026,P0029,Grocery,S002,South,2,200.59,Credit Card,No,401.18,T00403
45354,C0047,P0045,Grocery,S007,West,4,200.59,Net Banking,No,802.36,T00404
45481,C0121,P0034,Toys,S003,South,3,200.59,Net Banking,No,601.77,T00405
45416,C0056,P0023,Electronics,S003,East,7,200.59,UPI,Yes,1404.13,T00406
45441,C0094,P0037,Toys,S005,East,9,200.59,Net Banking,No,1805.31,T00407
45605,C0107,P0011,Home,S003,South,5,200.59,Cash,No,1002.95,T00408
45349,C0063,P0006,Clothing,S002,East,6,200.59,UPI,No,1203.54,T00409
45633,C0048,P0018,Home,S010,North,2,200.59,Net Banking,No,401.18,T00410
45596,C0061,P0021,Grocery,S009,West,3,200.59,Cash,Yes,601.77,T00411
45471,C0081,P0042,Toys,S002,North,3,200.59,Net Banking,No,601.77,T00412
45461,C0026,P0036,Toys,S002,West,9,200.59,Net Banking,No,1805.31,T00413
45617,C0036,P0041,Toys,S008,South,7,200.59,Credit Card,No,1404.13,T00414
45562,C0001,P0038,Home,S009,North,8,200.59,Net Banking,No,1604.72,T00415
45345,C0008,P0034,Grocery,S007,South,9,200.59,Net Banking,Yes,1805.31,T00416
45392,C0113,P0017,Clothing,S003,South,6,200.59,Cash,No,1203.54,T00417
45555,C0099,P0037,Clothing,S009,West,4,200.59,Cash,No,802.36,T00418
45344,C0180,P0025,Home,S003,West,1,200.59,Credit Card,No,200.59,T00419
45351,C0047,P0038,Toys,S005,West,8,200.59,Net Banking,No,1604.72,T00420
45399,C0127,P0012,Electronics,S009,North,7,200.59,Credit Card,No,1404.13,T00421
45296,C0056,P0023,Home,S003,East,2,200.59,Net Banking,No,401.18,T00422
45394,C0014,P0042,Home,S007,West,8,200.59,UPI,No,1604.72,T00423
45487,C0028,P0022,Grocery,S001,West,5,200.59,UPI,No,1002.95,T00424
45553,C0078,P0021,Clothing,S004,North,7,200.59,Credit Card,No,1404.13,T00425
45656,C0130,P0027,Home,S004,West,4,200.59,Credit Card,No,802.36,T00426
45641,C0109,P0031,Home,S007,North,5,200.59,Credit Card,No,1002.95,T00427
45338,C0154,P0006,Toys,S008,South,8,200.59,Cash,Yes,1604.72,T00428
45646,C0014,P0027,Toys,S001,West,1,200.59,Cash,No,200.59,T00429
45602,C0187,P0040,Electronics,S005,West,1,200.59,Cash,No,200.59,T00430
45599,C0056,P0034,Grocery,S007,South,4,200.59,Credit Card,No,802.36,T00431
45435,C0115,P0012,Electronics,S004,South,3,200.59,Net Banking,No,601.77,T00432
45560,C0007,P0045,Toys,S004,South,2,200.59,UPI,No,401.18,T00433
45415,C0003,P0007,Clothing,S004,West,3,200.59,Credit Card,No,601.77,T00434
45397,C0111,P0010,Toys,S006,East,1,200.59,Cash,No,200.59,T00435
45449,C0151,P0045,Grocery,S007,East,1,200.59,Cash,No,200.59,T00436
45438,C0107,P0017,Toys,S002,East,6,200.59,Credit Card,No,1203.54,T00437
45436,C0018,P0026,Grocery,S005,West,5,200.59,Credit Card,No,1002.95,T00438
45411,C0038,P0021,Grocery,S004,South,8,200.59,Cash,No,1604.72,T00439
45610,C0115,P0028,Grocery,S003,West,2,200.59,Net Banking,No,401.18,T00440
45566,C0015,P0046,Grocery,S007,South,4,200.59,Cash,No,802.36,T00441
45383,C0192,P0002,Grocery,S006,West,8,200.59,Cash,No,1604.72,T00442
45349,C0119,P0043,Clothing,S007,West,6,200.59,Credit Card,No,1203.54,T00443
45637,C0028,P0001,Electronics,S005,South,1,200.59,Net Banking,No,200.59,T00444
45520,C0039,P0036,Home,S006,East,4,200.59,Cash,No,802.36,T00445
45408,C0185,P0026,Electronics,S005,South,1,200.59,Cash,Yes,200.59,T00446
45609,C0017,P0029,Grocery,S007,North,2,200.59,UPI,No,401.18,T00447
45570,C0086,P0021,Clothing,S002,North,5,200.59,Credit Card,No,1002.95,T00448
45418,C0126,P0011,Toys,S005,South,8,200.59,UPI,No,1604.72,T00449
45420,C0044,P0040,Clothing,S006,West,8,200.59,UPI,Yes,1604.72,T00450
45349,C0025,P0011,Grocery,S006,North,3,200.59,Cash,No,601.77,T00451
45413,C0145,P0036,Clothing,S005,North,4,200.59,Credit Card,No,802.36,T00452
45292,C0013,P0049,Clothing,S010,West,6,200.59,Net Banking,Yes,1203.54,T00453
45530,C0025,P0039,Grocery,S007,West,3,200.59,Cash,No,601.77,T00454
45581,C0068,P0040,Clothing,S010,East,2,200.59,Net Banking,No,401.18,T00455
45387,C0138,P0035,Home,S008,West,6,200.59,Net Banking,No,1203.54,T00456
45417,C0067,P0034,Home,S007,South,5,200.59,Credit Card,No,1002.95,T00457
45409,C0109,P0047,Clothing,S005,South,5,200.59,UPI,No,1002.95,T00458
45339,C0146,P0024,Toys,S001,East,5,200.59,Credit Card,No,1002.95,T00459
45380,C0111,P0022,Grocery,S005,North,5,200.59,Net Banking,No,1002.95,T00460
45528,C0111,P0005,Home,S010,North,3,200.59,Cash,No,601.77,T00461
45563,C0034,P0033,Toys,S002,West,7,200.59,Net Banking,No,1404.13,T00462
45480,C0111,P0036,Clothing,S005,South,6,200.59,Cash,Yes,1203.54,T00463
45483,C0008,P0047,Toys,S005,North,4,200.59,Cash,No,802.36,T00464
45360,C0168,P0020,Electronics,S002,East,2,200.59,Credit Card,No,401.18,T00465
45569,C0113,P0019,Home,S005,East,9,200.59,Net Banking,No,1805.31,T00466
45640,C0083,P0035,Clothing,S004,South,1,200.59,UPI,No,200.59,T00467
45538,C0042,P0043,Grocery,S001,East,4,200.59,Net Banking,No,802.36,T00468
45367,C0169,P0017,Clothing,S003,East,1,200.59,Net Banking,No,200.59,T00469
45445,C0101,P0045,Grocery,S001,South,6,200.59,UPI,No,1203.54,T00470
45435,C0006,P0043,Clothing,S005,West,4,200.59,Credit Card,No,802.36,T00471
45377,C0180,P0034,Toys,S004,West,5,200.59,Net Banking,No,1002.95,T00472
45476,C0026,P0009,Toys,S007,East,5,200.59,Net Banking,No,1002.95,T00473
45576,C0064,P0026,Toys,S005,West,9,200.59,Cash,No,1805.31,T00474
45511,C0187,P0002,Electronics,S010,West,1,200.59,Net Banking,No,200.59,T00475
45360,C0184,P0009,Grocery,S004,East,2,200.59,UPI,No,401.18,T00476
45338,C0059,P0009,Toys,S002,West,6,200.59,Cash,No,1203.54,T00477
45385,C0109,P0040,Electronics,S004,East,5,200.59,Credit Card,No,1002.95,T00478
45529,C0198,P0017,Grocery,S002,North,7,200.59,Cash,No,1404.13,T00479
45495,C0121,P0001,Clothing,S008,South,3,200.59,UPI,No,601.77,T00480
45509,C0033,P0025,Electronics,S003,South,3,200.59,UPI,No,601.77,T00481
45632,C0181,P0043,Home,S009,West,2,200.59,Cash,No,401.18,T00482
45330,C0150,P0040,Electronics,S004,West,3,200.59,Credit Card,No,601.77,T00483
45391,C0021,P0042,Electronics,S006,West,1,200.59,Cash,No,200.59,T00484
45580,C0198,P0025,Grocery,S010,South,5,200.59,Credit Card,No,1002.95,T00485
45545,C0070,P0039,Clothing,S005,North,5,200.59,Cash,No,1002.95,T00486
45513,C0112,P0035,Home,S010,North,7,200.59,UPI,No,1404.13,T00487
45648,C0004,P0003,Toys,S001,South,4,200.59,Net Banking,No,802.36,T00488
45314,C0094,P0050,Toys,S009,North,3,200.59,Net Banking,No,601.77,T00489
45541,C0075,P0037,Electronics,S001,South,1,200.59,Credit Card,No,200.59,T00490
45301,C0190,P0044,Grocery,S008,North,8,200.59,Credit Card,No,1604.72,T00491
45537,C0062,P0044,Grocery,S009,East,3,200.59,Credit Card,No,601.77,T00492
45616,C0094,P0030,Toys,S009,East,2,200.59,UPI,No,401.18,T00493
45391,C0095,P0038,Home,S001,South,4,200.59,Cash,No,802.36,T00494
45581,C0152,P0034,Clothing,S002,North,3,200.59,UPI,No,601.77,T00495
45471,C0055,P0012,Home,S001,West,1,200.59,Net Banking,No,200.59,T00496
45514,C0137,P0019,Clothing,S010,North,3,200.59,Credit Card,No,601.77,T00497
45541,C0131,P0037,Toys,S002,East,2,200.59,Cash,No,401.18,T00498
45438,C0031,P0044,Clothing,S010,East,8,200.59,Net Banking,No,1604.72,T00499
45387,C0040,P0049,Grocery,S008,North,6,200.59,Net Banking,No,1203.54,T00500
45548,C0036,P0017,Electronics,S005,North,9,200.59,Net Banking,No,1805.0,12/04/2024
45616,C0152,P0010,Electronics,S007,West,8,200.59,UPI,No,1605.0,14/12/2024
45295,C0006,P0049,Toys,S002,West,3,200.59,Credit Card,No,602.0,27/09/2024
45307,C0066,P0047,Grocery,S008,North,5,200.59,Net Banking,No,1003.0,16/04/2024
45571,C0075,P0012,Home,S006,North,7,200.59,Credit Card,No,1404.0,12/03/2024
